housing_type;district;rooms;is_studio;total_area;living_area;kitchen_area;floor;num_floors;bathrooms_type;num_loggia;num_balcony;kitchen_and_living;condition;ceiling_height;nearest_metro_st;minutes_to_metro;num_freight_lift;num_passenger_lift;parking_type;building_type;furniture;price;deal_type;house_completion_year;first_floor_is_com;playground
Новостройка;Московский;1;Нет;38,5;16,43;9,4;4;11;Совмещенный;0;0;Да;Предчистовая;2.7 ;Московская;11;1;1;Открытая;Монолитно-кирпичный;Нет;7 967 430;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;53,9;22,7;13,64;11;24;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Панельный;Нет;9 827 712;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Сормовский;1;Нет;38,9;13,5;14,2;13;19;Совмещенный;0;0;Да;Без отделки;2.5 ;Нет;;1;1;Открытая;Монолитный;Нет;6 651 900;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Ленинский;2;Нет;54,7;22,07;19,4;11;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;10 079 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;59,5;28,6;14,8;6;19;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 597 750;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;38,7;13,5;15,3;4;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 133 950;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;45;17,8;13,2;8;16;Совмещенный;0;0;Да;Предчистовая;2.7 ;Горьковская;28;2;2;Подземная;Монолитный;Нет;10 820 216;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;60,6;26,3;20;2;19;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;9 029 400;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;38,7;14,6;13,4;3;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 114 600;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Приокский;2;Нет;48,5;25,4;10,6;1;4;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;6 354 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;1;Нет;38,7;13,5;15,3;3;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 114 600;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;3;Нет;60,6;31,23;10,4;8;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;10 859 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;39,4;13,5;15,3;2;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 107 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;2;Нет;59,9;25,7;17,6;9;25;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;7 795 985;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Кстовский;1;Да;20,1;9,7;5,3;18;25;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;3 937 590;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Приокский;1;Да;24,1;12,6;4,03;2;4;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;3 309 300;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;2;Нет;59,5;28,6;14,8;13;19;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 806 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;2;Нет;62,8;26,75;17;13;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;11 509 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Автозаводский;1;Да;24,1;12,8;3,6;16;17;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;4 550 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Автозаводский;1;Нет;31,2;8,7;10,7;11;16;Совмещенный;0;1;Да;Чистовая;2.7 ;Кировская;28;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;5 500 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;1;Нет;37,7;12,8;12,9;14;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;6 710 600;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;54,7;28,2;13,7;4;16;Совмещенный;0;0;Да;Предчистовая;2.7 ;Горьковская;28;2;2;Подземная;Монолитный;Нет;10 296 637;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;37,8;11,2;18,05;2;24;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Панельный;Нет;7 718 607;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Ленинский;1;Нет;38;11,6;13;9;24;Совмещенный;1;0;Да;Предчистовая;2.7 ;Ленинская ;7;2;2;Открытая;Монолитно-кирпичный;Нет;8 110 000;Свободная продажа;2025;Да;Да
Новостройка;Автозаводский;1;Нет;31,2;8,7;10,7;11;16;Совмещенный;0;1;Да;Чистовая;2.7 ;Кировская;28;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;5 500 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Канавинский;1;Нет;39,9;12,7;17,3;2;24;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;10;2;2;Подземная, открытая;Монолитно-кирпичный;Нет;6 760 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;39,8;15,2;12,2;5;9;Совмещенный;0;1;Да;Предчистовая;2.8 ;Горьковская;10;1;1;Подземная;Кирпичный;Нет;16 500 000;Свободная продажа;2025;Да;Да
Новостройка;Канавинский;1;Нет;38;14,9;9,3;4;9;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;6 790 500;Свободная продажа;2025;Да;Да
Новостройка;Нижегородский;1;Нет;30;12,2;6,27;12;24;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Панельный;Нет;6 863 921;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;1;Нет;47,2;11,11;19;3;6;Совмещенный;0;0;Да;Без отделки;3.2 ;Горьковская;20;2;2;Подземная;Монолитно-кирпичный;Нет;18 290 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Кстовский;1;Нет;29,9;12,6;7,3;6;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;5 770 700;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Московский;1;Нет;41,5;12,2;20,5;5;20;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1;1;Открытая;Кирпичный;Нет;7 013 500;Долевое участие (214-ФЗ);2029;Да;Да
Новостройка;Нижегородский;1;Нет;41,1;14,1;16,8;13;25;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;1;2;Подземная, открытая;Монолитный;Нет;11 831 398;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;38,5;13,5;15,1;6;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 140 750;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;2;Нет;62,8;26,75;17;7;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;11 439 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Приокский;1;Нет;52,3;36,1;4,8;2;4;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;6 237 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;1;Нет;40,8;16,2;12,92;14;24;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Панельный;Нет;8 602 611;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Ленинский;2;Нет;53,4;24,12;15,5;21;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;10 099 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Приокский;2;Нет;48,5;25,4;10,6;2;4;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;6 475 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Кстовский;2;Нет;47,9;19,9;13,4;2;25;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;8 047 200;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;1;Нет;39,2;13,5;15,1;2;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 076 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;1;Нет;37,9;11,6;13;11;24;Совмещенный;1;0;Да;Предчистовая;2.7 ;Ленинская ;7;2;2;Открытая;Монолитно-кирпичный;Нет;8 110 000;Свободная продажа;2025;Да;Да
Новостройка;Кстовский;1;Нет;29,7;12,5;6,2;2;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;5 643 000;Долевое участие (214-ФЗ);2027;Да;Да
